call_id,caller_number,receiver_number,timestamp,duration_seconds,cell_tower_id,call_type
CALL-000332,+919000014892,+919000014907,2026-03-18 15:31:22,498,CT-020,voice
CALL-000333,+919000014417,+919000014892,2026-03-18 16:21:16,0,CT-003,sms
CALL-000334,+919000014503,+919000014907,2026-03-18 16:35:49,52,CT-002,voice
CALL-000335,+919000017031,+919000017151,2026-03-18 17:01:14,411,CT-017,voice
CALL-000336,+919000014417,+919000014892,2026-03-18 17:21:26,89,CT-003,voice
CALL-000337,+919000014417,+919000014892,2026-03-18 17:25:47,25,CT-021,voice
CALL-000338,+919000016340,+919000017058,2026-03-18 18:00:09,542,CT-016,voice
CALL-000339,+919000014892,+919000014417,2026-03-18 18:13:36,105,CT-020,voice
CALL-000340,+919000014417,+919000014892,2026-03-18 18:41:56,124,CT-005,voice
CALL-000341,+919000014892,+919000014417,2026-03-18 19:10:34,77,CT-003,voice
CALL-000342,+919000014417,+919000014892,2026-03-18 19:52:56,75,CT-003,voice
CALL-000343,+919000017055,+919000017061,2026-03-18 20:28:25,316,CT-021,voice
CALL-000344,+919000014892,+919000014417,2026-03-18 20:45:06,129,CT-020,voice
CALL-000345,+919000011593,+919000017154,2026-03-18 21:11:41,465,CT-008,voice
CALL-000346,+919000014417,+919000014892,2026-03-18 21:32:27,59,CT-025,voice
CALL-000347,+919000014892,+919000014417,2026-03-18 21:45:10,0,CT-020,sms
CALL-000348,+919000014892,+919000014417,2026-03-18 22:39:03,156,CT-020,voice
CALL-000349,+919000014892,+919000014417,2026-03-18 22:56:25,24,CT-020,voice
CALL-000350,+919000014420,+919000017031,2026-03-18 23:03:48,312,CT-003,voice
CALL-000351,+919000017133,+919000014661,2026-03-18 23:17:33,0,CT-026,sms
CALL-000352,+919000017022,+919000016201,2026-03-19 00:09:02,285,CT-016,voice
CALL-000353,+919000015377,+919000017034,2026-03-19 01:54:39,611,CT-021,voice
CALL-000354,+919000018429,+919000014417,2026-03-19 05:42:10,466,CT-018,voice
CALL-000355,+919000017121,+919000014661,2026-03-19 08:15:33,24,CT-014,voice
CALL-000356,+919000014661,+919000015123,2026-03-19 08:35:26,0,CT-016,sms
CALL-000357,+919000017157,+919000017133,2026-03-19 08:54:05,253,CT-019,voice
CALL-000358,+919000018546,+919000017109,2026-03-19 09:07:06,342,CT-022,voice
CALL-000359,+919000014417,+919000014503,2026-03-19 11:01:30,82,CT-003,voice
CALL-000360,+919000016288,+919000017010,2026-03-19 11:16:00,669,CT-013,voice
CALL-000361,+919000014420,+919000017031,2026-03-19 14:35:04,204,CT-003,voice
CALL-000362,+919000017049,+919000018465,2026-03-19 18:50:33,281,CT-018,voice
CALL-000363,+919000014892,+919000014417,2026-03-19 20:41:00,22,CT-019,voice
CALL-000364,+919000014661,+919000015123,2026-03-19 21:12:03,44,CT-014,voice
CALL-000365,+919000014503,+919000015014,2026-03-19 21:22:09,131,CT-015,voice
CALL-000366,+919000014661,+919000014503,2026-03-19 21:31:47,68,CT-014,voice
CALL-000367,+919000015123,+919000014892,2026-03-19 21:38:55,19,CT-015,voice
CALL-000368,+919000014417,+919000014503,2026-03-19 22:06:12,85,CT-015,voice
CALL-000369,+919000017085,+919000017142,2026-03-19 22:17:00,0,CT-022,sms
CALL-000370,+919000018465,+919000017079,2026-03-19 22:28:56,237,CT-001,voice
CALL-000371,+919000016201,+919000017016,2026-03-20 01:05:22,332,CT-004,voice
CALL-000372,+919000017004,+919000017121,2026-03-20 01:48:19,88,CT-006,voice
CALL-000373,+919000014892,+919000014907,2026-03-20 02:21:44,0,CT-020,sms
CALL-000374,+919000016201,+919000017124,2026-03-20 02:50:46,205,CT-004,voice
CALL-000375,+919000016201,+919000017058,2026-03-20 03:02:29,351,CT-004,voice
CALL-000376,+919000018793,+919000015014,2026-03-20 03:15:56,0,CT-002,sms
CALL-000377,+919000016201,+919000017028,2026-03-20 03:17:59,63,CT-004,voice
CALL-000378,+919000016201,+919000017058,2026-03-20 03:37:12,254,CT-004,voice
CALL-000379,+919000016201,+919000017025,2026-03-20 04:49:23,250,CT-004,voice
CALL-000380,+919000017157,+919000017133,2026-03-20 08:15:28,534,CT-011,voice
CALL-000381,+919000011012,+919000014417,2026-03-20 09:17:00,262,CT-024,voice
CALL-000382,+919000017061,+919000017124,2026-03-20 11:12:57,0,CT-001,sms
CALL-000383,+919000016340,+919000017082,2026-03-20 13:47:14,573,CT-016,voice
CALL-000384,+919000016340,+919000017121,2026-03-20 15:47:11,424,CT-016,voice
CALL-000385,+919000015240,+919000017118,2026-03-20 17:05:39,289,CT-021,voice
CALL-000386,+919000017007,+919000017100,2026-03-20 19:34:43,0,CT-019,sms
CALL-000387,+919000017049,+919000017163,2026-03-20 23:35:29,198,CT-016,voice
CALL-000388,+919000017031,+919000016412,2026-03-21 00:06:39,0,CT-016,sms
CALL-000389,+919000011809,+919000011593,2026-03-21 02:27:18,133,CT-012,voice
CALL-000390,+919000016340,+919000017070,2026-03-21 03:00:45,244,CT-016,voice
CALL-000391,+919000014417,+919000014503,2026-03-21 04:28:21,0,CT-003,sms
CALL-000392,+919000016503,+919000017028,2026-03-21 07:50:01,448,CT-007,voice
CALL-000393,+919000011145,+919000011376,2026-03-21 07:57:24,0,CT-022,sms
CALL-000394,+919000011482,+919000011593,2026-03-21 10:10:31,326,CT-007,voice
CALL-000395,+919000016340,+919000017007,2026-03-21 10:29:29,185,CT-016,voice
CALL-000396,+919000017010,+919000017124,2026-03-21 10:45:41,584,CT-001,voice
CALL-000397,+919000015240,+919000017118,2026-03-21 12:33:55,628,CT-021,voice
CALL-000398,+919000011482,+919000011593,2026-03-21 12:57:41,26,CT-007,voice
CALL-000399,+919000017094,+919000017121,2026-03-21 13:02:19,159,CT-012,voice
CALL-000400,+919000011701,+919000018465,2026-03-21 16:29:23,456,CT-001,voice
CALL-000401,+919000017052,+919000017109,2026-03-21 16:46:37,271,CT-007,voice
CALL-000402,+919000017031,+919000017151,2026-03-21 16:52:24,496,CT-021,voice
CALL-000403,+919000011376,+919000011482,2026-03-21 17:05:07,590,CT-011,voice
CALL-000404,+919000014503,+919000014907,2026-03-21 18:22:27,0,CT-009,sms
CALL-000405,+919000011482,+919000011593,2026-03-21 19:53:26,306,CT-006,voice
CALL-000406,+919000017061,+919000017106,2026-03-21 19:56:18,0,CT-012,sms
CALL-000407,+919000011376,+919000011482,2026-03-21 20:19:27,0,CT-011,sms
CALL-000408,+919000014417,+919000014503,2026-03-21 21:05:36,12,CT-003,voice
CALL-000409,+919000017067,+919000016201,2026-03-22 03:35:32,208,CT-004,voice
CALL-000410,+919000017028,+919000016201,2026-03-22 03:39:45,208,CT-004,voice
CALL-000411,+919000017058,+919000016201,2026-03-22 03:44:31,82,CT-004,voice
CALL-000412,+919000016340,+919000017127,2026-03-22 05:53:19,51,CT-016,voice
CALL-000413,+919000011376,+919000011482,2026-03-22 08:59:34,450,CT-022,voice
CALL-000414,+919000017016,+919000014417,2026-03-22 08:59:44,92,CT-007,voice
CALL-000415,+919000011012,+919000011145,2026-03-22 09:01:36,636,CT-001,voice
CALL-000416,+919000017079,+919000014907,2026-03-22 12:17:29,246,CT-016,voice
CALL-000417,+919000016340,+919000016503,2026-03-22 14:18:43,421,CT-016,voice
CALL-000418,+919000017160,+919000017076,2026-03-22 14:24:32,589,CT-009,voice
CALL-000419,+919000011376,+919000011482,2026-03-22 14:45:09,48,CT-010,voice
CALL-000420,+919000017160,+919000017076,2026-03-22 15:45:23,332,CT-017,voice
CALL-000421,+919000014420,+919000016412,2026-03-22 16:02:10,50,CT-003,voice
CALL-000422,+919000014503,+919000014907,2026-03-22 17:51:54,473,CT-021,voice
CALL-000423,+919000016201,+919000017007,2026-03-23 00:36:13,104,CT-013,voice
CALL-000424,+919000017016,+919000016201,2026-03-23 02:47:06,339,CT-004,voice
CALL-000425,+919000017022,+919000017049,2026-03-23 03:15:47,310,CT-013,voice
CALL-000426,+919000017142,+919000017007,2026-03-23 04:00:01,345,CT-023,voice
CALL-000427,+919000017148,+919000018546,2026-03-23 04:04:33,594,CT-013,voice
CALL-000428,+919000017028,+919000016201,2026-03-23 04:18:31,419,CT-004,voice
CALL-000429,+919000011482,+919000011593,2026-03-23 06:28:32,258,CT-018,voice
CALL-000430,+919000017085,+919000017016,2026-03-23 07:32:47,24,CT-024,voice
CALL-000431,+919000011482,+919000011593,2026-03-23 07:42:35,126,CT-022,voice
CALL-000432,+919000011238,+919000011644,2026-03-23 08:13:34,439,CT-012,voice
CALL-000433,+919000016503,+919000017028,2026-03-23 08:44:15,620,CT-007,voice
CALL-000434,+919000014661,+919000014892,2026-03-23 09:08:11,166,CT-020,voice
CALL-000435,+919000018465,+919000017103,2026-03-23 09:08:17,588,CT-007,voice
CALL-000436,+919000011012,+919000011145,2026-03-23 09:16:44,60,CT-018,voice
CALL-000437,+919000011482,+919000011593,2026-03-23 09:25:30,504,CT-022,voice
CALL-000438,+919000011012,+919000011644,2026-03-23 10:40:42,162,CT-001,voice
CALL-000439,+919000016412,+919000017073,2026-03-23 17:40:56,39,CT-009,voice
CALL-000440,+919000011593,+919000017154,2026-03-23 17:40:59,74,CT-008,voice
CALL-000441,+919000017106,+919000017082,2026-03-23 20:51:45,601,CT-019,voice
CALL-000442,+919000015123,+919000014892,2026-03-23 22:36:36,0,CT-018,sms
CALL-000443,+919000017160,+919000017025,2026-03-23 23:03:55,579,CT-023,voice
CALL-000444,+919000014892,+919000014907,2026-03-23 23:14:25,630,CT-020,voice
CALL-000445,+919000011012,+919000011644,2026-03-24 00:18:17,0,CT-019,sms
CALL-000446,+919000016412,+919000016577,2026-03-24 02:06:48,94,CT-009,voice
CALL-000447,+919000011644,+919000011593,2026-03-24 04:17:29,0,CT-010,sms
CALL-000448,+919000017160,+919000017025,2026-03-24 07:25:23,564,CT-022,voice
CALL-000449,+919000017145,+919000017055,2026-03-24 08:08:22,315,CT-025,voice
CALL-000450,+919000017046,+919000017043,2026-03-24 08:37:55,0,CT-009,sms
CALL-000451,+919000016412,+919000016201,2026-03-24 13:14:36,547,CT-009,voice
CALL-000452,+919000011376,+919000011482,2026-03-24 13:44:38,261,CT-017,voice
CALL-000453,+919000017073,+919000017025,2026-03-24 13:46:21,133,CT-020,voice
CALL-000454,+919000015123,+919000014892,2026-03-24 14:55:24,299,CT-018,voice
CALL-000455,+919000017016,+919000014417,2026-03-24 15:27:25,329,CT-001,voice
CALL-000456,+919000016288,+919000017010,2026-03-24 16:26:00,296,CT-013,voice
CALL-000457,+919000014503,+919000015014,2026-03-24 16:43:41,234,CT-022,voice
CALL-000458,+919000016340,+919000017139,2026-03-24 19:02:53,311,CT-016,voice
CALL-000459,+919000017133,+919000014661,2026-03-24 19:15:55,376,CT-026,voice
CALL-000460,+919000014417,+919000014503,2026-03-24 19:43:16,88,CT-004,voice
CALL-000461,+919000017148,+919000017154,2026-03-24 20:25:21,35,CT-014,voice
CALL-000462,+919000014503,+919000014907,2026-03-25 01:01:13,0,CT-021,sms
CALL-000463,+919000017142,+919000017082,2026-03-25 05:23:20,53,CT-007,voice
CALL-000464,+919000017145,+919000017055,2026-03-25 06:17:37,334,CT-022,voice
CALL-000465,+919000017049,+919000017127,2026-03-25 06:55:17,164,CT-001,voice
CALL-000466,+919000011145,+919000011238,2026-03-25 08:41:03,567,CT-024,voice
CALL-000467,+919000017028,+919000017103,2026-03-25 08:53:21,323,CT-008,voice
CALL-000468,+919000014417,+919000011145,2026-03-25 10:05:00,70,CT-003,voice
CALL-000469,+919000014417,+919000014503,2026-03-25 11:14:49,173,CT-003,voice
CALL-000470,+919000016412,+919000016577,2026-03-25 11:18:55,22,CT-009,voice
CALL-000471,+919000017154,+919000016340,2026-03-25 14:26:34,0,CT-017,sms
CALL-000472,+919000014417,+919000014503,2026-03-25 16:07:54,545,CT-015,voice
CALL-000473,+919000017133,+919000017061,2026-03-25 16:37:37,0,CT-013,sms
CALL-000474,+919000011145,+919000011238,2026-03-25 16:56:33,603,CT-022,voice
CALL-000475,+919000016288,+919000018855,2026-03-25 17:37:37,232,CT-013,voice
CALL-000476,+919000017106,+919000016288,2026-03-25 19:39:10,0,CT-010,sms
CALL-000477,+919000014892,+919000014907,2026-03-25 19:55:33,81,CT-013,voice
CALL-000478,+919000016340,+919000017136,2026-03-25 20:44:07,553,CT-016,voice
CALL-000479,+919000014503,+919000015014,2026-03-25 21:51:24,544,CT-021,voice
CALL-000480,+919000014503,+919000015014,2026-03-25 22:53:29,333,CT-021,voice
CALL-000481,+919000017142,+919000014907,2026-03-26 00:20:03,29,CT-009,voice
CALL-000482,+919000017016,+919000011238,2026-03-26 00:42:58,123,CT-003,voice
CALL-000483,+919000017148,+919000016201,2026-03-26 01:54:10,104,CT-004,voice
CALL-000484,+919000017028,+919000016201,2026-03-26 02:20:21,130,CT-004,voice
CALL-000485,+919000016503,+919000016577,2026-03-26 04:37:07,272,CT-007,voice
CALL-000486,+919000016340,+919000017010,2026-03-26 06:01:14,85,CT-016,voice
CALL-000487,+919000011012,+919000011145,2026-03-26 07:03:18,49,CT-001,voice
CALL-000488,+919000016412,+919000016577,2026-03-26 08:09:54,238,CT-009,voice
CALL-000489,+919000017148,+919000017085,2026-03-26 13:49:36,387,CT-013,voice
CALL-000490,+919000011012,+919000011644,2026-03-26 14:36:27,513,CT-005,voice
CALL-000491,+919000014661,+919000014892,2026-03-26 14:58:12,212,CT-008,voice
CALL-000492,+919000016340,+919000017037,2026-03-26 15:45:10,0,CT-016,sms
CALL-000493,+919000017001,+919000016577,2026-03-26 17:03:18,104,CT-009,voice
CALL-000494,+919000014417,+919000014892,2026-03-26 18:03:00,42,CT-020,voice
CALL-000495,+919000011012,+919000011145,2026-03-26 20:00:26,230,CT-001,voice
CALL-000496,+919000017070,+919000011593,2026-03-26 20:13:53,561,CT-014,voice
CALL-000497,+919000017097,+919000018429,2026-03-26 21:15:12,0,CT-025,sms
CALL-000498,+919000017019,+919000017028,2026-03-26 23:29:30,379,CT-004,voice
CALL-000499,+919000017058,+919000016201,2026-03-27 01:24:13,166,CT-004,voice
CALL-000500,+919000016201,+919000017121,2026-03-27 02:04:37,145,CT-004,voice
CALL-000501,+919000016201,+919000017076,2026-03-27 02:11:13,288,CT-004,voice
CALL-000502,+919000011145,+919000011376,2026-03-27 02:44:00,564,CT-022,voice
CALL-000503,+919000016201,+919000017148,2026-03-27 02:50:07,44,CT-004,voice
CALL-000504,+919000017022,+919000018546,2026-03-27 03:01:48,0,CT-014,sms
CALL-000505,+919000017064,+919000016201,2026-03-27 03:04:48,237,CT-004,voice
CALL-000506,+919000017148,+919000016201,2026-03-27 04:18:13,127,CT-004,voice
CALL-000507,+919000011012,+919000017127,2026-03-27 05:54:10,439,CT-001,voice
CALL-000508,+919000011012,+919000011238,2026-03-27 05:56:12,467,CT-001,voice
CALL-000509,+919000018465,+919000017103,2026-03-27 06:58:24,281,CT-019,voice
CALL-000510,+919000016340,+919000011593,2026-03-27 08:46:18,133,CT-016,voice
CALL-000511,+919000017100,+919000017061,2026-03-27 09:35:22,252,CT-025,voice
CALL-000512,+919000016340,+919000017052,2026-03-27 12:48:14,584,CT-016,voice
CALL-000513,+919000018623,+919000017103,2026-03-27 12:55:16,177,CT-010,voice
CALL-000514,+919000011012,+919000014417,2026-03-27 13:55:00,141,CT-021,voice
CALL-000515,+919000011701,+919000018465,2026-03-27 15:00:16,333,CT-001,voice
CALL-000516,+919000016340,+919000017061,2026-03-27 16:27:03,530,CT-016,voice
CALL-000517,+919000011482,+919000011593,2026-03-27 20:55:13,159,CT-007,voice
CALL-000518,+919000017139,+919000016201,2026-03-28 01:27:43,201,CT-004,voice
CALL-000519,+919000017052,+919000018465,2026-03-28 02:36:01,0,CT-025,sms
CALL-000520,+919000017157,+919000016201,2026-03-28 04:19:21,301,CT-004,voice
CALL-000521,+919000017148,+919000018546,2026-03-28 07:31:33,153,CT-002,voice
CALL-000522,+919000017097,+919000015377,2026-03-28 09:14:54,281,CT-011,voice
CALL-000523,+919000011593,+919000017154,2026-03-28 15:56:54,387,CT-008,voice
CALL-000524,+919000016503,+919000015014,2026-03-28 17:39:28,390,CT-005,voice
CALL-000525,+919000017055,+919000016340,2026-03-28 17:56:12,31,CT-002,voice
CALL-000526,+919000017073,+919000014892,2026-03-28 18:19:28,428,CT-007,voice
CALL-000527,+919000016503,+919000016577,2026-03-28 18:34:14,152,CT-007,voice
CALL-000528,+919000017004,+919000017079,2026-03-28 21:09:44,152,CT-001,voice
CALL-000529,+919000014503,+919000014892,2026-03-28 21:50:00,77,CT-015,voice
CALL-000530,+919000014661,+919000015123,2026-03-28 22:04:00,51,CT-014,voice
CALL-000531,+919000017148,+919000018546,2026-03-28 22:18:41,133,CT-023,voice
CALL-000532,+919000014503,+919000015014,2026-03-28 22:22:12,434,CT-007,voice
CALL-000533,+919000016503,+919000015123,2026-03-28 22:53:36,0,CT-014,sms
CALL-000534,+919000011593,+919000017097,2026-03-28 23:56:47,126,CT-008,voice
CALL-000535,+919000017001,+919000017082,2026-03-29 01:17:10,291,CT-011,voice
CALL-000536,+919000017004,+919000017079,2026-03-29 04:32:16,0,CT-014,sms
CALL-000537,+919000016412,+919000017118,2026-03-29 05:01:18,38,CT-009,voice
CALL-000538,+919000017097,+919000018429,2026-03-29 06:00:17,185,CT-009,voice
CALL-000539,+919000017055,+919000016340,2026-03-29 06:38:54,387,CT-022,voice
CALL-000540,+919000016503,+919000016577,2026-03-29 08:45:41,312,CT-007,voice
CALL-000541,+919000011145,+919000011376,2026-03-29 13:25:58,215,CT-009,voice
CALL-000542,+919000011145,+919000011376,2026-03-29 14:00:01,233,CT-022,voice
CALL-000543,+919000017037,+919000017097,2026-03-29 16:43:18,383,CT-024,voice
CALL-000544,+919000014661,+919000015123,2026-03-29 17:56:30,98,CT-013,voice
CALL-000545,+919000014417,+919000014892,2026-03-29 18:26:00,114,CT-006,voice
CALL-000546,+919000018429,+919000014907,2026-03-29 19:57:43,640,CT-005,voice
CALL-000547,+919000011593,+919000017097,2026-03-29 21:09:35,143,CT-008,voice
CALL-000548,+919000017049,+919000018465,2026-03-30 00:26:11,309,CT-006,voice
CALL-000549,+919000018429,+919000017055,2026-03-30 08:03:43,503,CT-020,voice
CALL-000550,+919000017070,+919000017115,2026-03-30 08:31:54,511,CT-004,voice
CALL-000551,+919000014661,+919000015123,2026-03-30 09:18:03,291,CT-011,voice
CALL-000552,+919000016288,+919000017052,2026-03-30 11:39:00,494,CT-013,voice
CALL-000553,+919000017052,+919000017028,2026-03-30 11:49:27,0,CT-002,sms
CALL-000554,+919000014420,+919000017028,2026-03-30 13:10:07,106,CT-003,voice
CALL-000555,+919000017061,+919000017124,2026-03-30 14:46:46,211,CT-013,voice
CALL-000556,+919000015123,+919000014892,2026-03-30 16:30:54,157,CT-018,voice
CALL-000557,+919000016412,+919000016577,2026-03-30 17:39:32,170,CT-009,voice
CALL-000558,+919000014503,+919000014661,2026-03-30 19:15:16,69,CT-021,voice
CALL-000559,+919000018793,+919000015014,2026-03-30 20:11:51,294,CT-015,voice
CALL-000560,+919000014420,+919000016412,2026-03-30 23:53:18,119,CT-003,voice
CALL-000561,+919000016201,+919000017121,2026-03-31 03:22:39,43,CT-004,voice
CALL-000562,+919000016201,+919000017031,2026-03-31 04:25:11,255,CT-004,voice
CALL-000563,+919000014503,+919000014661,2026-03-31 06:25:37,395,CT-021,voice
CALL-000564,+919000017136,+919000016340,2026-03-31 08:34:47,571,CT-015,voice
CALL-000565,+919000014503,+919000015014,2026-03-31 10:09:55,326,CT-021,voice
CALL-000566,+919000017094,+919000017121,2026-03-31 11:36:10,160,CT-021,voice
CALL-000567,+919000017004,+919000017121,2026-03-31 12:09:18,560,CT-018,voice
CALL-000568,+919000017106,+919000016288,2026-03-31 12:28:34,0,CT-025,sms
CALL-000569,+919000016201,+919000017130,2026-03-31 13:44:53,75,CT-004,voice
CALL-000570,+919000017097,+919000018429,2026-03-31 14:44:27,288,CT-018,voice
CALL-000571,+919000017157,+919000017004,2026-03-31 15:57:05,206,CT-013,voice
CALL-000572,+919000011701,+919000014420,2026-03-31 21:30:00,82,CT-001,voice
CALL-000573,+919000017157,+919000017004,2026-03-31 23:03:23,289,CT-019,voice
CALL-000574,+919000016201,+919000017130,2026-04-01 00:52:57,76,CT-018,voice
CALL-000575,+919000016201,+919000017067,2026-04-01 01:09:41,350,CT-004,voice
CALL-000576,+919000017058,+919000016201,2026-04-01 01:10:30,328,CT-004,voice
CALL-000577,+919000011145,+919000011376,2026-04-01 02:07:38,377,CT-004,voice
CALL-000578,+919000017028,+919000016201,2026-04-01 03:35:59,382,CT-004,voice
CALL-000579,+919000017031,+919000016201,2026-04-01 03:44:57,397,CT-004,voice
CALL-000580,+919000011145,+919000011238,2026-04-01 12:14:07,118,CT-006,voice
CALL-000581,+919000016201,+919000017007,2026-04-01 13:56:29,280,CT-004,voice
CALL-000582,+919000016412,+919000016201,2026-04-01 14:16:17,81,CT-006,voice
CALL-000583,+919000017100,+919000017160,2026-04-01 18:10:01,360,CT-003,voice
CALL-000584,+919000016577,+919000011644,2026-04-01 21:10:24,425,CT-008,voice
CALL-000585,+919000014892,+919000014907,2026-04-01 22:58:23,291,CT-020,voice
CALL-000586,+919000011012,+919000011644,2026-04-02 00:41:55,265,CT-001,voice
CALL-000587,+919000017028,+919000016201,2026-04-02 02:43:07,90,CT-004,voice
CALL-000588,+919000017148,+919000016201,2026-04-02 03:35:44,59,CT-004,voice
CALL-000589,+919000017064,+919000016201,2026-04-02 03:42:15,195,CT-004,voice
CALL-000590,+919000016340,+919000017055,2026-04-02 05:46:10,327,CT-016,voice
CALL-000591,+919000014420,+919000017028,2026-04-02 05:49:22,0,CT-003,sms
CALL-000592,+919000011012,+919000017127,2026-04-02 07:52:15,0,CT-025,sms
CALL-000593,+919000011644,+919000011593,2026-04-02 08:40:37,590,CT-010,voice
CALL-000594,+919000016577,+919000011644,2026-04-02 10:59:08,121,CT-008,voice
CALL-000595,+919000017022,+919000017049,2026-04-02 12:21:13,415,CT-002,voice
CALL-000596,+919000011012,+919000015014,2026-04-02 12:56:23,33,CT-016,voice
CALL-000597,+919000014417,+919000011145,2026-04-02 17:44:00,292,CT-022,voice
CALL-000598,+919000015123,+919000014892,2026-04-02 17:48:12,293,CT-001,voice
CALL-000599,+919000017010,+919000017124,2026-04-02 18:01:42,327,CT-023,voice
CALL-000600,+919000017100,+919000017025,2026-04-02 19:23:13,62,CT-004,voice
CALL-000601,+919000017148,+919000017154,2026-04-03 03:39:44,175,CT-016,voice
CALL-000602,+919000017115,+919000017103,2026-04-03 04:23:24,291,CT-006,voice
CALL-000603,+919000017127,+919000017010,2026-04-03 05:24:32,399,CT-006,voice
CALL-000604,+919000017133,+919000017061,2026-04-03 05:38:20,219,CT-014,voice
CALL-000605,+919000015123,+919000014892,2026-04-03 05:50:46,58,CT-007,voice
CALL-000606,+919000017100,+919000017025,2026-04-03 10:39:16,189,CT-004,voice
CALL-000607,+919000017088,+919000018793,2026-04-03 13:47:56,249,CT-020,voice
CALL-000608,+919000011012,+919000017127,2026-04-03 16:26:01,110,CT-019,voice
CALL-000609,+919000014892,+919000014417,2026-04-03 17:20:00,36,CT-020,voice
CALL-000610,+919000016288,+919000018855,2026-04-03 17:58:23,52,CT-013,voice
CALL-000611,+919000017061,+919000017124,2026-04-03 18:28:45,245,CT-021,voice
CALL-000612,+919000017061,+919000017124,2026-04-03 19:29:50,281,CT-009,voice
CALL-000613,+919000017097,+919000018429,2026-04-03 20:04:42,562,CT-024,voice
CALL-000614,+919000014503,+919000014907,2026-04-03 22:09:59,607,CT-021,voice
CALL-000615,+919000016503,+919000015377,2026-04-03 23:01:05,0,CT-007,sms
CALL-000616,+919000017019,+919000017028,2026-04-03 23:11:23,58,CT-007,voice
CALL-000617,+919000017049,+919000017127,2026-04-04 00:09:12,304,CT-007,voice
CALL-000618,+919000011482,+919000016288,2026-04-04 00:58:54,125,CT-007,voice
CALL-000619,+919000017052,+919000017109,2026-04-04 01:14:38,0,CT-015,sms
CALL-000620,+919000016201,+919000017031,2026-04-04 02:39:37,51,CT-004,voice
CALL-000621,+919000016201,+919000017028,2026-04-04 03:05:39,415,CT-004,voice
CALL-000622,+919000017031,+919000016201,2026-04-04 04:00:11,369,CT-004,voice
CALL-000623,+919000017052,+919000017139,2026-04-04 04:30:00,0,CT-025,sms
CALL-000624,+919000015123,+919000014892,2026-04-04 05:39:54,487,CT-018,voice
CALL-000625,+919000011482,+919000016288,2026-04-04 06:53:47,441,CT-007,voice
CALL-000626,+919000017127,+919000017058,2026-04-04 07:20:52,532,CT-001,voice
CALL-000627,+919000014503,+919000017148,2026-04-04 09:39:42,49,CT-021,voice
CALL-000628,+919000014420,+919000017028,2026-04-04 10:47:56,52,CT-003,voice
CALL-000629,+919000017133,+919000017061,2026-04-04 12:01:13,0,CT-007,sms
CALL-000630,+919000016340,+919000017076,2026-04-04 12:02:04,462,CT-016,voice
CALL-000631,+919000011012,+919000011644,2026-04-04 13:44:06,81,CT-001,voice
CALL-000632,+919000011482,+919000017061,2026-04-04 17:28:38,615,CT-007,voice
CALL-000633,+919000011376,+919000011482,2026-04-04 18:30:04,274,CT-010,voice
CALL-000634,+919000017148,+919000018546,2026-04-04 18:41:10,134,CT-018,voice
CALL-000635,+919000014661,+919000017139,2026-04-04 21:00:03,508,CT-016,voice
CALL-000636,+919000016288,+919000018855,2026-04-04 22:00:56,124,CT-013,voice
CALL-000637,+919000017076,+919000017097,2026-04-04 22:44:31,0,CT-002,sms
CALL-000638,+919000017157,+919000017004,2026-04-04 22:48:35,187,CT-015,voice
CALL-000639,+919000017007,+919000017100,2026-04-04 22:53:06,0,CT-026,sms
CALL-000640,+919000011145,+919000011238,2026-04-05 01:26:13,0,CT-006,sms
CALL-000641,+919000014417,+919000014503,2026-04-05 03:43:50,98,CT-003,voice
CALL-000642,+919000016340,+919000017043,2026-04-05 04:01:40,160,CT-016,voice
CALL-000643,+919000011482,+919000011593,2026-04-05 05:57:26,363,CT-007,voice
CALL-000644,+919000018429,+919000017148,2026-04-05 06:05:50,478,CT-012,voice
CALL-000645,+919000017130,+919000017103,2026-04-05 08:59:15,227,CT-018,voice
CALL-000646,+919000017163,+919000017025,2026-04-05 09:05:27,296,CT-006,voice
CALL-000647,+919000016577,+919000017010,2026-04-05 10:59:05,331,CT-002,voice
CALL-000648,+919000016412,+919000016201,2026-04-05 12:49:28,541,CT-014,voice
CALL-000649,+919000017139,+919000017085,2026-04-05 19:31:11,78,CT-015,voice
CALL-000650,+919000017049,+919000018465,2026-04-05 19:47:21,35,CT-026,voice
CALL-000651,+919000011012,+919000011238,2026-04-05 21:13:47,268,CT-001,voice
CALL-000652,+919000015123,+919000014892,2026-04-05 22:27:07,518,CT-018,voice
CALL-000653,+919000017064,+919000016201,2026-04-06 01:50:26,324,CT-004,voice
CALL-000654,+919000017100,+919000017061,2026-04-06 01:59:41,0,CT-015,sms
CALL-000655,+919000011376,+919000011482,2026-04-06 02:54:35,60,CT-011,voice
CALL-000656,+919000011145,+919000011376,2026-04-06 03:21:13,0,CT-017,sms
CALL-000657,+919000016201,+919000017016,2026-04-06 04:53:03,159,CT-004,voice
CALL-000658,+919000017022,+919000018546,2026-04-06 05:02:57,228,CT-004,voice
CALL-000659,+919000017022,+919000017049,2026-04-06 06:25:29,371,CT-015,voice
CALL-000660,+919000014503,+919000014907,2026-04-06 07:58:08,0,CT-021,sms
CALL-000661,+919000016201,+919000017007,2026-04-06 09:55:07,0,CT-004,sms
CALL-000662,+919000016412,+919000016201,2026-04-06 10:47:30,96,CT-009,voice
CALL-000663,+919000017160,+919000017025,2026-04-06 11:00:13,332,CT-002,voice
